timestamp_ns,x,y,z,qw,qx,qy,qz
1413393890155760526,-0.014806858,0.121205110,0.157266916,0.311762946,-0.521963837,0.607662908,-0.510982787
1413393890255760431,-0.005987929,0.157351577,0.194573712,0.304663715,-0.496880789,0.618445526,-0.527081240
1413393890355760574,0.059723440,0.181189522,0.199188908,0.190431806,-0.370812122,0.672256003,-0.611805495
1413393890455760478,-0.088850366,0.138072127,0.214325760,-0.489414691,0.577281549,-0.498953813,0.422213650
1413393890555760383,-0.050437580,0.254063851,0.229093948,0.360422084,-0.455603418,0.593869542,-0.556633105
1413393890655760526,-0.107702771,0.273166108,0.220458232,0.395680595,-0.470832864,0.569821995,-0.545028600
1413393890755760431,-0.093892684,0.320304493,0.238951778,0.371795385,-0.466397069,0.583089012,-0.551587862
1413393890855760574,-0.103071878,0.379253609,0.244782370,0.341648957,-0.452772263,0.599617889,-0.564563243
1413393890955760478,-0.078675042,0.438027912,0.248437107,0.301026101,-0.412176422,0.618437129,-0.597519373
1413393891055760383,-0.018916871,0.498540381,0.252761636,-0.251269816,0.348559403,-0.638205235,0.638798795
1413393891155760526,0.003246954,0.596835234,0.268478681,-0.223087315,0.316207879,-0.647315479,0.656678991
1413393891255760431,-0.012217025,0.675017564,0.283118016,-0.223324702,0.312088109,-0.646048201,0.659809678
1413393891355760574,0.002302735,0.748055954,0.293302519,-0.226541489,0.299478010,-0.627391627,0.682181517
1413393891455760478,-0.042546342,0.831031144,0.286892982,-0.262450502,0.297300395,-0.583723847,0.708518652
1413393891555760383,-0.113895192,0.911298270,0.278100180,-0.301632137,0.309070641,-0.551690028,0.713534516
1413393891655760526,-0.186310135,1.015211941,0.264088306,-0.310347885,0.314799650,-0.544672586,0.712683060
1413393891755760431,-0.368587477,1.103219616,0.251621929,-0.340531150,0.343043409,-0.535201488,0.692761952
1413393891855760574,-0.569697299,1.187638768,0.246144459,-0.362417442,0.368910170,-0.529715583,0.672279916
1413393891955760478,-0.911459592,1.180202593,0.247579998,-0.404569877,0.435798489,-0.518386104,0.614555724
1413393892055760383,-1.139362164,1.291202152,0.248804682,-0.385391437,0.460877550,-0.543313149,0.586409538
1413393892155760526,-1.385367350,1.386792960,0.258233520,-0.372853229,0.480856858,-0.557289433,0.564965167
1413393892255760431,-1.615560763,1.499347160,0.269289112,0.363743741,-0.488816613,0.564294727,-0.557063973
1413393892355760574,-1.864861788,1.579671445,0.273912745,0.364980196,-0.498156474,0.563621231,-0.548598844
1413393892455760478,-2.282670695,1.264462837,0.274630346,-0.412536568,0.569945091,-0.511445679,0.493355339
1413393892555760383,-2.553494630,1.324073946,0.256397962,-0.412177823,0.574927428,-0.508322283,0.491097090
1413393892655760526,-2.797622627,1.461782318,0.232154851,-0.396962014,0.565580572,-0.525176864,0.496718267
1413393892755760431,-3.070743945,1.446892461,0.206889455,-0.388795846,0.589093367,-0.526452423,0.473977470
1413393892855760574,-3.340430079,1.477684018,0.180009442,-0.373736687,0.606109240,-0.532885378,0.457149484
1413393892955760478,-3.582705534,1.509212526,0.160604170,-0.364516278,0.624016159,-0.533555239,0.439375151
1413393893055760383,-3.796819822,1.626258669,0.144693342,-0.354051249,0.624080307,-0.542453521,0.436938967
1413393893155760526,-3.970160339,1.767157477,0.149391133,-0.352552558,0.617065498,-0.546911790,0.442520462
1413393893255760431,-4.092817147,1.898800929,0.165414876,-0.358181682,0.611004732,-0.542602211,0.451621457
1413393893355760574,-4.167644324,2.039704589,0.191339549,-0.366759180,0.603344167,-0.544295239,0.452996924
1413393893455760478,-4.359144981,2.180082291,0.239190317,-0.369762490,0.587921564,-0.553920498,0.459125274
1413393893555760383,-4.468912637,2.282249752,0.265802635,-0.378956596,0.585617635,-0.554696833,0.453602588
1413393893655760526,-4.571349027,2.392970196,0.291960564,-0.386288871,0.582390675,-0.556648006,0.449160336
1413393893755760431,-4.661883559,2.500030384,0.320525434,-0.394171649,0.577887782,-0.558032585,0.446401227
1413393893855760574,-4.578091177,2.643492249,0.532163289,-0.367423885,0.579542236,-0.566541487,0.456246894
1413393893955760478,-4.797832271,2.809028912,0.465044529,-0.396938206,0.559240226,-0.548579978,0.478278620
1413393894055760383,-4.806734581,2.864531032,0.528668329,-0.404328572,0.560717181,-0.539594672,0.480574904
1413393894155760526,-4.777769846,2.983762917,0.585977964,-0.405106503,0.559480504,-0.537976003,0.483168818
1413393894255760431,-4.918791755,3.070841697,0.638052526,-0.407555907,0.556779607,-0.537993941,0.484207778
1413393894355760574,-5.074415860,3.168743186,0.660650900,-0.413307476,0.553153774,-0.537117799,0.484460837
1413393894455760478,-5.018170348,3.257466178,0.717948138,-0.407384751,0.557547949,-0.536657395,0.484950296
1413393894555760383,-5.140559684,3.382230996,0.684754958,-0.411267792,0.554195103,-0.530224218,0.492533115
1413393894655760526,-5.414250490,3.476587098,0.698280420,-0.408251289,0.553255667,-0.526926083,0.499587786
