timestamp_ns,x,y,z,qw,qx,qy,qz
1413394882655760526,0.000062736,0.000033308,0.000016209,-0.014468534,0.797902868,0.011284801,0.602506703
1413394882755760431,0.000416718,0.000245119,0.000461884,-0.014173546,0.797995187,0.011171007,0.602393559
1413394882855760574,0.001204009,0.000579031,0.001480183,-0.014500892,0.798130962,0.011343576,0.602202636
1413394882955760478,0.001262530,0.000231550,0.001831588,-0.014420556,0.798181206,0.011269083,0.602139368
1413394883055760383,0.001400845,0.000074315,0.002069387,-0.014583002,0.798247803,0.011387144,0.602044943
1413394883155760526,0.001493549,-0.000011277,0.002166118,-0.014664677,0.798198732,0.011440451,0.602107007
1413394883255760431,0.001441822,-0.000064762,0.002200066,-0.014719756,0.798182424,0.011348888,0.602129014
1413394883355760574,0.001492163,-0.000181315,0.002419725,-0.014956945,0.798254194,0.011459164,0.602025929
1413394883455760478,0.001218722,-0.000000850,0.002030323,-0.014973749,0.798179088,0.011514882,0.602124023
1413394883555760383,0.001316276,0.000051300,0.002124251,-0.014922166,0.798250826,0.011492648,0.602030620
1413394883655760526,0.001802274,0.000388700,0.002931730,-0.015124750,0.798487544,0.011778209,0.601706040
1413394883755760431,0.001882824,0.000359370,0.002859004,-0.015076419,0.798482456,0.011702696,0.601715477
1413394883855760574,0.001547696,0.000322916,0.002517487,-0.015206804,0.798390899,0.011629035,0.601835103
1413394883955760478,0.001376321,0.000250392,0.002302947,-0.015216916,0.798382529,0.011688948,0.601844791
1413394884055760383,0.001402067,0.000277824,0.002325788,-0.015411087,0.798281218,0.011767052,0.601972700
1413394884155760526,0.001303920,0.000373729,0.002258158,-0.015525752,0.798280670,0.011960010,0.601966678
1413394884255760431,0.001470777,0.000400624,0.002780807,-0.015578297,0.798304126,0.012039967,0.601932619
1413394884355760574,0.001645142,0.000690812,0.002729941,-0.015605992,0.798378225,0.012336964,0.601827602
1413394884455760478,0.001322053,0.000793414,0.002408035,-0.015790406,0.798259449,0.012383913,0.601979363
1413394884555760383,0.001479901,0.000536563,0.002575692,-0.016004339,0.798340290,0.012494043,0.601864222
