1413393213,0.00007,-0.00002,-0.00002,-0.01151,0.79799,0.00874,0.60249,0.00102,0.00139,0.00005,
1413393213,0.00014,-0.00003,-0.00007,-0.01152,0.79800,0.00877,0.60248,0.00046,-0.00041,-0.00028,
1413393214,0.00010,0.00005,-0.00001,-0.01186,0.79797,0.00915,0.60252,0.00036,0.00010,-0.00015,
1413393214,0.00016,0.00008,-0.00001,-0.01181,0.79795,0.00908,0.60254,-0.00126,-0.00174,0.00135,
1413393214,0.00025,0.00021,0.00001,-0.01188,0.79797,0.00920,0.60251,0.00015,0.00193,0.00039,
1413393214,0.00025,0.00020,-0.00001,-0.01183,0.79801,0.00919,0.60246,0.00061,-0.00007,-0.00117,
1413393214,0.00027,0.00021,0.00001,-0.01192,0.79802,0.00928,0.60244,0.00031,0.00186,0.00098,
1413393214,0.00028,0.00018,0.00007,-0.01204,0.79811,0.00939,0.60232,-0.00035,-0.01424,0.00138,
1413393214,0.00026,0.00020,0.00004,-0.01160,0.79819,0.00907,0.60222,0.00043,0.00026,0.00209,
1413393214,0.00028,0.00022,0.00000,-0.01195,0.79814,0.00921,0.60229,0.00132,-0.00044,-0.00104,
1413393214,0.00031,0.00026,-0.00001,-0.01181,0.79808,0.00927,0.60236,-0.00012,0.00507,-0.00198,
1413393214,0.00029,0.00022,0.00001,-0.01178,0.79810,0.00931,0.60233,-0.00057,0.00227,-0.00028,
1413393215,0.00025,0.00019,0.00002,-0.01180,0.79809,0.00932,0.60235,-0.00038,0.00120,0.00083,
1413393215,0.00024,0.00021,0.00001,-0.01197,0.79809,0.00940,0.60235,0.00025,0.00024,0.00027,
1413393215,0.00028,0.00021,-0.00001,-0.01216,0.79806,0.00942,0.60238,0.00172,-0.00020,-0.00212,
1413393215,0.00020,0.00014,-0.00001,-0.01219,0.79802,0.00935,0.60243,-0.00021,-0.00092,0.00038,
1413393215,0.00032,0.00019,0.00004,-0.01205,0.79805,0.00941,0.60240,0.00026,0.00010,0.00178,
1413393215,0.00032,0.00026,-0.00001,-0.01200,0.79805,0.00936,0.60240,0.00075,0.00037,0.00128,
1413393215,0.00027,0.00019,0.00003,-0.01213,0.79820,0.00937,0.60220,0.00047,0.00542,-0.00216,
1413393215,0.00027,0.00017,0.00003,-0.01186,0.79819,0.00942,0.60221,0.00014,0.00031,-0.00081,
1413393215,0.00024,0.00016,0.00003,-0.01176,0.79817,0.00930,0.60224,-0.00023,-0.00145,-0.00064,
1413393215,0.00026,0.00017,0.00005,-0.01176,0.79833,0.00926,0.60204,0.00005,-0.00173,0.00070,
1413393216,0.00035,0.00021,0.00010,-0.01171,0.79853,0.00922,0.60177,0.00020,-0.00100,0.00111,
1413393216,0.00027,0.00019,0.00014,-0.01146,0.79861,0.00926,0.60167,0.00109,0.00136,0.00126,
1413393216,0.00046,0.00021,0.00018,-0.01162,0.79925,0.00903,0.60082,-0.00544,0.00048,-0.00487,
1413393216,0.00066,0.00045,0.00040,-0.01157,0.80002,0.00925,0.59979,-0.00236,0.00049,0.00131,
1413393216,0.00065,0.00036,0.00032,-0.01179,0.80036,0.00928,0.59934,0.00187,0.00118,0.00477,
1413393216,0.00056,0.00031,0.00031,-0.01183,0.80038,0.00929,0.59931,-0.00248,0.00036,-0.00004,
1413393216,0.00064,0.00033,0.00040,-0.01163,0.80070,0.00953,0.59887,0.00256,-0.00230,-0.00867,
1413393216,0.00064,0.00034,0.00044,-0.01155,0.80097,0.00976,0.59852,0.00131,-0.00518,-0.00054,
1413393216,0.00093,0.00039,0.00044,-0.01169,0.80274,0.00955,0.59614,0.00184,0.00038,-0.00560,
1413393216,0.00149,0.00062,0.00073,-0.01185,0.80414,0.00930,0.59425,0.00231,0.00095,-0.00870,
1413393217,0.00170,0.00031,0.00095,-0.01084,0.80711,0.00892,0.59023,0.00418,-0.01423,-0.00083,
1413393217,0.00199,-0.00043,0.00119,-0.00973,0.80972,0.00679,0.58669,0.00655,-0.01925,-0.01862,
1413393217,0.00106,-0.00133,0.00185,-0.00576,0.80975,0.00653,0.58671,-0.01081,-0.01950,0.01241,
1413393217,-0.00019,-0.00218,0.00523,0.00104,0.81124,0.00665,0.58467,-0.00942,-0.00311,0.06937,
1413393217,-0.00233,-0.00287,0.01533,0.00848,0.81299,0.00476,0.58219,-0.02255,0.00933,0.11818,
1413393217,-0.00573,-0.00130,0.02998,0.01837,0.81761,0.00284,0.57548,-0.04078,0.02349,0.15099,
1413393217,-0.01010,0.00316,0.05255,0.02692,0.82394,-0.00266,0.56603,-0.05484,0.05689,0.26766,
1413393217,-0.01583,0.01149,0.08094,0.03611,0.82888,-0.01011,0.55817,-0.07081,0.09512,0.26945,
1413393217,-0.02312,0.02296,0.10551,0.04857,0.83134,-0.01640,0.55339,-0.08793,0.12632,0.20910,
1413393217,-0.03306,0.03742,0.12417,0.05656,0.83294,-0.02177,0.55004,-0.12197,0.15300,0.16848,
1413393218,-0.04670,0.05382,0.13958,0.05849,0.83246,-0.02279,0.55051,-0.13822,0.19076,0.13487,
1413393218,-0.06289,0.07267,0.14993,0.05658,0.83087,-0.02108,0.55318,-0.16517,0.22910,0.09169,
1413393218,-0.07988,0.09493,0.16119,0.05392,0.82978,-0.01908,0.55515,-0.17362,0.25832,0.14310,
1413393218,-0.09691,0.12138,0.18013,0.05111,0.82894,-0.01775,0.55671,-0.17710,0.28906,0.22364,
1413393218,-0.11895,0.14579,0.20572,0.03678,0.82730,-0.00965,0.56046,-0.18259,0.31758,0.27895,
1413393218,-0.14050,0.17411,0.23575,0.02725,0.82691,-0.00495,0.56165,-0.19853,0.33140,0.27934,
1413393218,-0.16241,0.20517,0.26067,0.01644,0.82731,-0.00602,0.56147,-0.21074,0.33135,0.20374,
1413393218,-0.18642,0.23842,0.27565,0.00358,0.82681,-0.01239,0.56234,-0.23554,0.33485,0.10376,
1413393218,-0.20988,0.27312,0.27982,-0.00300,0.82676,-0.02408,0.56204,-0.24824,0.31356,0.01945,
1413393218,-0.23012,0.30956,0.27472,0.01186,0.82464,-0.02918,0.56478,-0.26591,0.25107,-0.04881,
1413393219,-0.25064,0.34389,0.26330,0.03268,0.82230,-0.02977,0.56733,-0.27571,0.24145,-0.07659,
1413393219,-0.27667,0.37156,0.25546,0.04412,0.82144,-0.02581,0.56800,-0.28315,0.27016,-0.06324,
1413393219,-0.30392,0.40182,0.24963,0.04914,0.82121,-0.02627,0.56790,-0.29627,0.27915,-0.04340,
1413393219,-0.33377,0.43106,0.24552,0.04831,0.82545,-0.02604,0.56180,-0.30853,0.29405,-0.03959,
1413393219,-0.36279,0.46292,0.24284,0.04264,0.83489,-0.03374,0.54773,-0.28816,0.31778,-0.02047,
1413393219,-0.38639,0.49407,0.24172,0.04186,0.84058,-0.04040,0.53856,-0.23908,0.28976,0.02238,
1413393219,-0.40563,0.52091,0.24622,0.04112,0.84084,-0.04254,0.53804,-0.17203,0.25460,0.07216,
1413393219,-0.41748,0.54583,0.25065,0.04206,0.83707,-0.04471,0.54364,-0.10845,0.23466,0.09547,
1413393219,-0.42180,0.57072,0.25691,0.04544,0.83263,-0.04712,0.54995,-0.05619,0.19693,0.11726,
1413393219,-0.41431,0.59655,0.25721,0.05530,0.82508,-0.05727,0.55937,-0.00551,0.16739,0.10866,
1413393220,-0.40473,0.61750,0.25656,0.06463,0.81905,-0.06425,0.56643,0.04573,0.13009,0.02570,
1413393220,-0.39588,0.63191,0.25305,0.06981,0.81466,-0.06703,0.57181,0.07121,0.09334,-0.01125,
1413393220,-0.38768,0.64371,0.25458,0.07436,0.81056,-0.06840,0.57687,0.08416,0.07245,0.07420,
1413393220,-0.37684,0.65405,0.27022,0.08200,0.80665,-0.06728,0.58144,0.08289,0.06766,0.19496,
1413393220,-0.36719,0.66356,0.29960,0.08656,0.80543,-0.06703,0.58249,0.07075,0.07718,0.33053,
1413393220,-0.35830,0.67363,0.33227,0.09214,0.80405,-0.06730,0.58351,0.06111,0.07683,0.28437,
1413393220,-0.35185,0.68248,0.35594,0.09564,0.80274,-0.06812,0.58466,0.03451,0.08293,0.21716,
1413393220,-0.34485,0.69304,0.37774,0.09931,0.80213,-0.06871,0.58481,0.03539,0.09710,0.21664,
1413393220,-0.33983,0.70276,0.39993,0.10059,0.80161,-0.06813,0.58538,0.03164,0.11647,0.23020,
1413393220,-0.33648,0.71284,0.42530,0.09976,0.80209,-0.06800,0.58487,0.02200,0.11785,0.25322,
1413393221,-0.33665,0.72464,0.44762,0.09548,0.80492,-0.06564,0.58196,0.01095,0.13240,0.22000,
1413393221,-0.33697,0.73666,0.46470,0.09311,0.80716,-0.06583,0.57922,0.01403,0.13701,0.11244,
1413393221,-0.33616,0.74824,0.47117,0.09084,0.80700,-0.06525,0.57987,0.00531,0.11399,-0.01268,
1413393221,-0.33640,0.76090,0.46683,0.08591,0.80821,-0.07089,0.57826,0.00477,0.11591,-0.04970,
1413393221,-0.33712,0.77262,0.46869,0.08343,0.80875,-0.07868,0.57686,-0.00391,0.11825,0.04306,
1413393221,-0.33905,0.78017,0.48391,0.08569,0.80894,-0.08175,0.57584,-0.00237,0.05899,0.17527,
1413393221,-0.33720,0.78849,0.50632,0.09134,0.80919,-0.08469,0.57419,0.00688,0.03998,0.22520,
1413393221,-0.33603,0.79419,0.53203,0.09832,0.80953,-0.08762,0.57212,0.01753,0.03434,0.25540,
1413393221,-0.33492,0.79683,0.55894,0.10469,0.81088,-0.08937,0.56880,0.01930,-0.00948,0.24101,
1413393221,-0.33184,0.79739,0.58617,0.10887,0.81279,-0.09006,0.56517,0.05070,-0.01988,0.27786,
1413393222,-0.32578,0.79713,0.61165,0.11432,0.81384,-0.08918,0.56270,0.07668,-0.02871,0.19538,
1413393222,-0.31592,0.79591,0.62763,0.12082,0.81491,-0.08704,0.56013,0.11455,-0.04453,0.12926,
1413393222,-0.30483,0.79334,0.64166,0.12408,0.81290,-0.08520,0.56261,0.13559,-0.03900,0.15082,
1413393222,-0.29125,0.79174,0.65739,0.12432,0.80989,-0.08399,0.56707,0.14955,-0.01378,0.15689,
1413393222,-0.27645,0.79054,0.67147,0.12317,0.80970,-0.08187,0.56790,0.14387,0.00072,0.14202,
1413393222,-0.26396,0.78899,0.68465,0.11204,0.81364,-0.07551,0.56546,0.12823,-0.01899,0.07046,
1413393222,-0.25014,0.78852,0.68505,0.10754,0.81464,-0.07321,0.56518,0.12869,-0.00767,-0.04546,
1413393222,-0.23971,0.78702,0.67603,0.09954,0.81792,-0.06710,0.56267,0.10970,-0.01234,-0.16714,
1413393222,-0.23258,0.78514,0.65463,0.08283,0.82516,-0.05636,0.55594,0.08635,-0.01712,-0.24607,
1413393222,-0.22746,0.78481,0.63181,0.06280,0.83490,-0.04468,0.54498,0.09806,0.00775,-0.22502,
1413393223,-0.22041,0.78673,0.61206,0.05235,0.83998,-0.03760,0.53877,0.12656,0.02191,-0.16786,
1413393223,-0.20775,0.78884,0.59950,0.05089,0.83994,-0.04017,0.53879,0.16642,0.01144,-0.07420,
1413393223,-0.18899,0.79098,0.59550,0.05035,0.84074,-0.03839,0.53773,0.21944,0.01677,0.02660,
1413393223,-0.16487,0.79193,0.60103,0.05148,0.84193,-0.04151,0.53553,0.27498,0.00935,0.11185,
