1403715280712142848,0.21598,0.03510,0.28884,0.02312,0.81333,-0.04141,0.57986,
1403715280812143104,0.23721,0.04525,0.30007,0.01721,0.81624,-0.05036,0.57525,
1403715280912143104,0.26052,0.05894,0.30803,0.00751,0.82343,-0.05453,0.56475,
1403715281012142848,0.28144,0.06433,0.31723,0.02877,0.82395,-0.07850,0.56046,
1403715281112143104,0.29982,0.07044,0.32953,0.04795,0.81876,-0.09687,0.56387,
1403715281212142848,0.31929,0.07588,0.33960,0.06882,0.81411,-0.11451,0.56514,
1403715281312143104,0.33910,0.08088,0.34810,0.08013,0.81112,-0.12852,0.56493,
1403715281412143104,0.35903,0.08580,0.35184,0.09156,0.80967,-0.14277,0.56184,
1403715281512142848,0.38018,0.08847,0.35585,0.10517,0.80681,-0.15918,0.55916,
1403715281612143104,0.40063,0.09095,0.35670,0.12074,0.80306,-0.17857,0.55555,
1403715281712142848,0.42192,0.09276,0.35443,0.13722,0.79788,-0.20139,0.55136,
1403715281812143104,0.44383,0.09392,0.35115,0.15309,0.79222,-0.22560,0.54594,
1403715281912143104,0.46760,0.09463,0.34507,0.16981,0.78520,-0.24963,0.54066,
1403715282012142848,0.49159,0.09493,0.33718,0.18591,0.77725,-0.27422,0.53490,
1403715282112143104,0.51517,0.09194,0.33177,0.20399,0.76858,-0.29751,0.52836,
1403715282212142848,0.54147,0.09218,0.32379,0.22057,0.75979,-0.31945,0.52156,
1403715282312143104,0.56961,0.09264,0.31184,0.23728,0.75049,-0.34158,0.51360,
1403715282412143104,0.59877,0.09173,0.30261,0.25441,0.74153,-0.36166,0.50459,
1403715282512142848,0.62807,0.09233,0.29199,0.26802,0.73134,-0.38127,0.49793,
1403715282612143104,0.66335,0.09050,0.28257,0.28042,0.72074,-0.39815,0.49334,
1403715282712142848,0.69747,0.08920,0.26956,0.29190,0.70862,-0.41559,0.48983,
1403715282812143104,0.73344,0.08787,0.25778,0.30065,0.69651,-0.43401,0.48592,
1403715282912143104,0.76938,0.08658,0.24443,0.31297,0.68462,-0.44982,0.48064,
1403715283012142848,0.80643,0.08486,0.22907,0.32404,0.67208,-0.46662,0.47494,
1403715283112143104,0.84427,0.08289,0.21091,0.33342,0.65840,-0.48372,0.47049,
1403715283212142848,0.87834,0.08192,0.19948,0.34163,0.64392,-0.50071,0.46684,
1403715283312143104,0.91044,0.08172,0.18578,0.35044,0.63040,-0.51636,0.46170,
1403715283412143104,0.94064,0.08179,0.17370,0.35959,0.61866,-0.53066,0.45427,
1403715283512142848,0.96801,0.08332,0.16162,0.36710,0.61015,-0.54440,0.44338,
1403715283612143104,0.99301,0.08553,0.15144,0.37459,0.60387,-0.55591,0.43127,
1403715283712142848,1.01774,0.08566,0.14094,0.38008,0.59925,-0.56364,0.42279,
1403715284112143104,1.11262,0.07638,0.10234,0.38346,0.59020,-0.57448,0.41785,
1403715284212142848,1.13396,0.07099,0.09106,0.37689,0.59034,-0.57706,0.42007,
1403715284312143104,1.15262,0.06333,0.08133,0.36940,0.58919,-0.57953,0.42490,
1403715284512142848,1.17961,0.03895,0.06767,0.37381,0.59415,-0.57123,0.42538,
1403715284712142848,1.19786,0.00563,0.05679,0.38285,0.60099,-0.55840,0.42477,
1403715284912143104,1.21527,-0.02875,0.04860,0.39215,0.59401,-0.55882,0.42554,
1403715285012142848,1.22274,-0.04365,0.04598,0.40035,0.57861,-0.56711,0.42816,
1403715285112143104,1.22971,-0.05650,0.04558,-0.41091,-0.56188,0.57850,-0.42519,
1403715285212142848,1.23524,-0.06417,0.04713,-0.41745,-0.54813,0.59403,-0.41523,
1403715285312143104,1.23997,-0.06813,0.05290,-0.41682,-0.53728,0.61057,-0.40593,
1403715285412143104,1.24327,-0.06980,0.07078,-0.41245,-0.53121,0.62462,-0.39693,
1403715285612143104,1.24051,-0.07456,0.14250,-0.40787,-0.52364,0.63823,-0.39002,
1403715285812143104,1.21926,-0.08619,0.21840,-0.41129,-0.52005,0.64066,-0.38723,
1403715285912143104,1.20056,-0.09467,0.25272,-0.41768,-0.52353,0.63755,-0.38078,
1403715286012142848,1.17931,-0.10439,0.28416,-0.42251,-0.52860,0.63471,-0.37310,
1403715286212142848,1.13842,-0.13049,0.33747,-0.42230,-0.52901,0.63623,-0.37017,
1403715286412143104,1.09837,-0.16843,0.38118,-0.42359,-0.52931,0.63570,-0.36917,
1403715286612143104,1.05542,-0.21462,0.42061,-0.43044,-0.52767,0.63338,-0.36758,
1403715286712142848,1.03618,-0.24101,0.43719,-0.43900,-0.51843,0.63436,-0.36891,
1403715286812143104,1.01670,-0.26578,0.45583,-0.44614,-0.50926,0.63965,-0.36395,
1403715286912143104,0.99984,-0.29200,0.46330,-0.44611,-0.50519,0.64847,-0.35391,
1403715287012142848,0.98398,-0.31812,0.47538,-0.44726,-0.50232,0.65470,-0.34496,
1403715287212142848,0.95815,-0.37752,0.49961,-0.45699,-0.49333,0.65738,-0.34006,
1403715287312143104,0.95388,-0.40874,0.51251,-0.46251,-0.48815,0.65618,-0.34238,
1403715287512142848,0.94464,-0.47205,0.53975,-0.46012,-0.47799,0.66142,-0.34977,
1403715287712142848,0.93123,-0.52799,0.57052,-0.45894,-0.45361,0.68085,-0.34648,
1403715287812143104,0.91937,-0.55218,0.58781,-0.46638,-0.43884,0.69004,-0.33728,
1403715287912143104,0.90362,-0.57377,0.60588,-0.47844,-0.42209,0.69837,-0.32439,
1403715288012142848,0.88471,-0.59278,0.62331,-0.49169,-0.40303,0.70744,-0.30876,
1403715288112143104,0.86599,-0.60852,0.63992,0.50199,0.38310,-0.71673,0.29589,
1403715288212142848,0.84794,-0.62177,0.65050,0.50777,0.36915,-0.72440,0.28486,
