1403715529662142976,0.12139,0.14736,0.29116,-0.02866,0.82851,0.05244,0.55677,
1403715529762142976,0.14158,0.16931,0.30544,-0.03012,0.82626,0.06125,0.55913,
1403715529862142976,0.16308,0.19308,0.32318,-0.03351,0.82458,0.06534,0.56096,
1403715529962142976,0.18314,0.22008,0.34733,-0.04064,0.82076,0.06864,0.56567,
1403715530062142976,0.20438,0.24705,0.37452,-0.04118,0.81485,0.07422,0.57343,
1403715530162142976,0.22225,0.27729,0.40638,-0.03845,0.80994,0.08159,0.57954,
1403715530262142976,0.23792,0.31119,0.44534,-0.03206,0.81235,0.08606,0.57590,
1403715530362142976,0.25372,0.35091,0.49684,-0.02860,0.81524,0.08399,0.57228,
1403715530462142976,0.26302,0.39642,0.56047,-0.03771,0.81693,0.08140,0.56972,
1403715530562142976,0.27274,0.44609,0.62582,-0.04576,0.81732,0.08451,0.56812,
1403715530662142976,0.27918,0.49774,0.68006,-0.05401,0.81621,0.08933,0.56825,
1403715530762142976,0.28926,0.55339,0.72306,-0.05959,0.81537,0.09331,0.56825,
1403715530862142976,0.29731,0.61094,0.76268,-0.06993,0.81392,0.10373,0.56735,
1403715530962142976,0.30819,0.66959,0.80125,-0.07550,0.81330,0.11415,0.56552,
1403715531062142976,0.31926,0.72704,0.83657,-0.08022,0.82035,0.12230,0.55284,
1403715531162142976,0.33579,0.78528,0.86419,-0.08199,0.83200,0.12625,0.53395,
1403715531262142976,0.35262,0.84451,0.89159,-0.09910,0.83515,0.12135,0.52723,
1403715531362142976,0.38011,0.90263,0.92250,-0.11380,0.82633,0.11539,0.53936,
1403715531462142976,0.41458,0.95634,0.95029,-0.11801,0.81806,0.11459,0.55110,
1403715531562142976,0.44913,1.00671,0.97020,-0.12092,0.81339,0.11659,0.55693,
1403715531662142976,0.48711,1.05321,0.97513,-0.12429,0.81350,0.11521,0.55633,
1403715531862142976,0.56718,1.12753,0.97655,-0.10832,0.80466,0.12614,0.56998,
1403715531962142976,0.60649,1.15748,0.97841,-0.10310,0.79807,0.12827,0.57965,
1403715532162142976,0.67056,1.21147,0.97804,-0.09651,0.79326,0.13076,0.58679,
1403715532362142976,0.71129,1.26128,0.97243,-0.10675,0.79398,0.13218,0.58372,
1403715532462142976,0.72487,1.28255,0.96852,-0.11646,0.79640,0.13046,0.57894,
1403715532562142976,0.73503,1.29873,0.96417,-0.12818,0.79811,0.12651,0.57496,
1403715532662142976,0.74298,1.30944,0.95848,-0.14343,0.79687,0.11864,0.57476,
1403715532862142976,0.75458,1.30075,0.94387,-0.16050,0.79296,0.10707,0.57792,
1403715532962142976,0.75908,1.27661,0.93054,-0.15882,0.79515,0.09680,0.57719,
1403715533062142976,0.76316,1.23769,0.90559,-0.15105,0.79919,0.07980,0.57629,
1403715533162142976,0.76539,1.18417,0.87246,-0.13476,0.80083,0.05958,0.58048,
1403715533262142976,0.76486,1.11600,0.84664,-0.11071,0.79515,0.04064,0.59484,
1403715533362142976,0.75711,1.03505,0.83287,-0.08671,0.79422,0.02510,0.60088,
1403715533462142976,0.74155,0.94417,0.83379,-0.06879,0.79875,0.01261,0.59758,
1403715533562142976,0.71924,0.84592,0.84976,-0.06646,0.80489,-0.00425,0.58968,
1403715533662142976,0.69116,0.73977,0.88056,-0.07190,0.81041,-0.02026,0.58108,
1403715533762142976,0.65865,0.62041,0.92640,-0.07512,0.81385,-0.03238,0.57529,
1403715533862142976,0.62548,0.48756,0.97986,-0.06612,0.81652,-0.03342,0.57255,
1403715533962142976,0.59299,0.34439,1.02676,-0.05048,0.81815,-0.02731,0.57214,
1403715534062142976,0.55871,0.19637,1.06121,-0.03709,0.81898,-0.02076,0.57225,
1403715534162142976,0.52702,0.04317,1.08185,-0.02295,0.81891,-0.01127,0.57335,
1403715534262142976,0.49810,-0.11273,1.09016,-0.01072,0.81945,-0.00100,0.57304,
1403715534362142976,0.47195,-0.26727,1.08689,-0.00485,0.81965,0.00492,0.57282,
1403715534462142976,0.44966,-0.42374,1.07124,-0.00048,0.82018,0.00395,0.57209,
1403715534562142976,0.43417,-0.57630,1.04487,0.00615,0.82044,-0.00310,0.57169,
1403715534662142976,0.41961,-0.72654,1.01750,0.01420,0.82130,-0.01712,0.57006,
1403715534762142976,0.40698,-0.87260,0.98836,0.02612,0.82412,-0.03575,0.56469,
1403715534862142976,0.39712,-1.01625,0.95829,0.04284,0.82869,-0.05792,0.55505,
1403715534962142976,0.39211,-1.15551,0.92755,0.06069,0.83172,-0.08155,0.54582,
1403715535062142976,0.39649,-1.28951,0.89719,0.07545,0.83286,-0.10134,0.53887,
1403715535162142976,0.40908,-1.41410,0.86581,0.08464,0.83622,-0.11798,0.52882,
1403715535262142976,0.43297,-1.53806,0.83430,0.08844,0.84055,-0.13089,0.51820,
1403715535362142976,0.46708,-1.66120,0.80726,0.08905,0.84220,-0.14168,0.51254,
1403715535462142976,0.51018,-1.78583,0.78345,0.07829,0.83699,-0.15798,0.51803,
1403715535562142976,0.56486,-1.91302,0.76216,0.07282,0.82669,-0.16518,0.53291,
1403715535662142976,0.62520,-2.04478,0.74221,0.07441,0.81712,-0.16189,0.54825,
1403715535762142976,0.69125,-2.17719,0.72242,0.07477,0.81481,-0.14944,0.55512,
1403715535862142976,0.75500,-2.31375,0.70070,0.07836,0.81620,-0.12660,0.55826,
1403715535962142976,0.82236,-2.44197,0.67199,0.07627,0.82284,-0.10317,0.55361,
1403715536062142976,0.88952,-2.56906,0.64790,0.06939,0.83094,-0.08598,0.54528,
1403715536162142976,0.96341,-2.69212,0.62683,0.06263,0.83756,-0.07264,0.53785,
1403715536262142976,1.04472,-2.81230,0.60941,0.06222,0.84256,-0.05849,0.53179,
