timestamp_ns,x,y,z,qw,qx,qy,qz
1403715893434057950,0.000343959,0.001455393,0.001771355,0.032626511,0.824186623,-0.024433825,0.564849458
1403715893534058094,0.001240235,0.003227689,0.008251032,0.026926148,0.815014534,-0.023278061,0.578346284
1403715893634057998,-0.001405243,0.006173066,0.018996771,0.013372827,0.803068737,-0.019840819,0.595405838
1403715893734057903,-0.004220673,0.012631571,0.030625018,0.005788220,0.804671062,-0.019650247,0.593367379
1403715893934057950,-0.016635930,0.027724813,0.060476952,-0.002453768,0.821704082,-0.013467578,0.569749950
1403715894034058094,-0.025059854,0.037254282,0.076939073,-0.002093989,0.829388991,-0.014421913,0.558481446
1403715894334058046,-0.040768828,0.072434429,0.150779417,-0.005823603,0.826055657,0.020042668,0.563201944
1403715894434057950,-0.043079414,0.093889835,0.186457825,-0.000564355,0.823954854,0.023309745,0.566175535
1403715894634057998,-0.044671749,0.165523306,0.230437527,0.019543279,0.825340952,0.001155536,0.564295168
1403715894734057903,-0.029518009,0.216805504,0.243045365,0.046882822,0.823183422,-0.027472283,0.565169291
1403715894834058046,-0.004166067,0.268463861,0.260029652,0.068920527,0.819884776,-0.052798953,0.565907401
1403715894934057950,0.012109179,0.316849221,0.283257711,0.070686459,0.815911224,-0.057270838,0.570974912
1403715895034058094,0.027786404,0.365783528,0.308858150,0.070656543,0.813603381,-0.059799176,0.574004572
1403715895134057998,0.047622358,0.415319100,0.334313629,0.074761672,0.813894210,-0.064321521,0.572581566
1403715895234057903,0.063667377,0.465087824,0.358803505,0.073527896,0.814596506,-0.067197083,0.571411177
1403715895334058046,0.083250133,0.515942605,0.381276349,0.077679896,0.814331973,-0.070676129,0.570818847
1403715895434057950,0.098105496,0.566903079,0.402877517,0.077320311,0.814399458,-0.070150591,0.570836217
1403715895534058094,0.110388876,0.618689053,0.424787041,0.075722179,0.814905704,-0.069893241,0.570359343
1403715895634057998,0.124475377,0.670496592,0.446619454,0.076491413,0.814986361,-0.070641230,0.570049219
1403715895734057903,0.137542089,0.722029409,0.467612113,0.076022836,0.815343661,-0.071140417,0.569538659
1403715895834058046,0.152037631,0.773109253,0.487411033,0.076498177,0.815642448,-0.071858350,0.568956768
1403715895934057950,0.166204389,0.823106859,0.507395960,0.076462660,0.815594542,-0.072163012,0.568991656
1403715896034058094,0.179079467,0.872706320,0.526565974,0.073471198,0.816095521,-0.074108701,0.568417086
1403715896134057998,0.191730849,0.921968559,0.545199976,0.067153742,0.816196142,-0.078435468,0.568473492
1403715896234057903,0.204253650,0.967538395,0.562132079,0.056124318,0.814467962,-0.085943059,0.571056732
1403715896334058046,0.214392195,1.009328705,0.581656660,0.039462623,0.809271504,-0.096483937,0.578111740
1403715896434057950,0.222591468,1.043036412,0.600482371,0.026355377,0.805907855,-0.105019821,0.582055634
1403715896534058094,0.224778272,1.065299163,0.620346431,0.015305276,0.801953628,-0.109765140,0.587015964
1403715896634057998,0.222029691,1.073814242,0.641410340,0.008140723,0.797028413,-0.112601569,0.593296152
1403715896734057903,0.208580438,1.069673284,0.665775943,-0.001469177,0.793116179,-0.110337730,0.598990946
1403715896834058046,0.191997225,1.049361176,0.687393721,-0.010368634,0.795193388,-0.110470940,0.596117554
1403715896934057950,0.170423084,1.012611319,0.709297458,-0.022713081,0.797203896,-0.113091230,0.592587916
1403715897134057998,0.117801100,0.883023497,0.755107184,-0.052162194,0.797984314,-0.119181757,0.588469072
1403715897234057903,0.088585202,0.786994853,0.777976143,-0.044585185,0.799625401,-0.115867945,0.587525317
1403715897334058046,0.056699756,0.670865844,0.800846615,-0.019337428,0.804400942,-0.099146130,0.585435935
1403715897434057950,0.025513939,0.541411103,0.824417254,0.008938594,0.809675825,-0.079669628,0.581375877
1403715897534058094,-0.002967244,0.404800990,0.847547001,0.024140312,0.811445503,-0.068294623,0.579921793
1403715897634057998,-0.025484657,0.264265363,0.867877565,0.020340264,0.811518844,-0.067917708,0.580009160
1403715897734057903,-0.045245372,0.121947124,0.886743535,0.008851520,0.809996978,-0.073070296,0.581796595
1403715897834058046,-0.065552905,-0.024830789,0.905595067,0.000312527,0.807024531,-0.077143939,0.585457190
1403715897934057950,-0.088472793,-0.176532961,0.924990625,0.002444456,0.803025980,-0.075701096,0.591111363
1403715898034058094,-0.111891046,-0.334474546,0.944676094,0.010316055,0.798883370,-0.070701718,0.597227098
1403715898134057998,-0.141416563,-0.496439128,0.963769578,0.023489277,0.791148301,-0.067066273,0.607482291
1403715898234057903,-0.174285069,-0.660486087,0.981664108,0.036901557,0.785343401,-0.069126143,0.614081098
1403715898334058046,-0.211091463,-0.825450407,0.995903219,0.050974234,0.784763029,-0.076002770,0.613002606
1403715898434057950,-0.255834174,-0.987454530,1.005939925,0.064429958,0.788335309,-0.088630205,0.605409703
1403715898534058094,-0.303397405,-1.146519678,1.012044756,0.076808860,0.793396576,-0.105665877,0.594522493
1403715898634057998,-0.350453277,-1.302471045,1.012855634,0.090385376,0.796280489,-0.123852753,0.585173788
1403715898734057903,-0.396193805,-1.454713953,1.006027379,0.104467680,0.791430763,-0.142056574,0.585272399
1403715898834058046,-0.441342814,-1.603236971,0.985620289,0.116420007,0.789863736,-0.157528555,0.581159543
1403715898934057950,-0.463231560,-1.760996183,0.962154161,0.120807022,0.787465239,-0.165977091,0.581167589
1403715899034058094,-0.500439968,-1.905501716,0.920769678,0.126836011,0.786697255,-0.173705645,0.578659143
1403715899134057998,-0.528400205,-2.047591049,0.869380581,0.127352837,0.790892851,-0.178312445,0.571379406
1403715899234057903,-0.555415990,-2.185676953,0.821612311,0.131302189,0.799216433,-0.178661853,0.558652638
1403715899334058046,-0.573715218,-2.320327864,0.782814720,0.134063574,0.808997985,-0.175826151,0.544641517
1403715899434057950,-0.583214050,-2.451556690,0.757608044,0.138458087,0.816833450,-0.169836651,0.533636567
1403715899534058094,-0.581613583,-2.577562048,0.747382181,0.137330280,0.818568874,-0.167177541,0.532106251
1403715899634057998,-0.569585056,-2.702708748,0.739063858,0.133110624,0.818964603,-0.166797907,0.532688464
1403715899734057903,-0.551986963,-2.826549172,0.732290811,0.134705760,0.818328816,-0.164103019,0.534099716
1403715899834058046,-0.521380815,-2.946562001,0.727694749,0.142486324,0.814816759,-0.156498418,0.539703198
1403715899934057950,-0.481099538,-3.060140529,0.725765288,0.154705386,0.810396847,-0.145457940,0.546045037
1403715900034058094,-0.431077411,-3.164492278,0.723184101,0.165958549,0.807913641,-0.135295437,0.549025002
1403715900134057998,-0.370708707,-3.257402396,0.719244537,0.171286699,0.807132220,-0.129242075,0.549995393
1403715900234057903,-0.302369536,-3.336674833,0.716646440,0.175462050,0.806674057,-0.124491109,0.550447090
1403715900334058046,-0.225103919,-3.401357871,0.714501764,0.176864794,0.807268226,-0.122073779,0.549667944
1403715900434057950,-0.139792961,-3.451919340,0.713786068,0.175240624,0.808059419,-0.122596285,0.548908781
1403715900534058094,-0.047411290,-3.487819724,0.715126304,0.156378016,0.804120780,-0.135456958,0.557303418
1403715900634057998,0.049726531,-3.514723717,0.720777990,0.140848514,0.794216590,-0.145922980,0.572789829
1403715900734057903,0.148107484,-3.535952293,0.727418047,0.125350474,0.779991437,-0.156092395,0.592904529
1403715900834058046,0.240688011,-3.552611687,0.735415584,0.126606870,0.765120253,-0.155330358,0.611910270
1403715900934057950,0.324158153,-3.564787559,0.744262412,0.133188505,0.755586200,-0.151233591,0.623280609
1403715901034058094,0.396167147,-3.567484385,0.755847524,0.137619728,0.746481221,-0.148303651,0.633902693
1403715901134057998,0.453611834,-3.561866215,0.768380066,0.139971801,0.738111441,-0.145978711,0.643653332
1403715901234057903,0.497349225,-3.546653438,0.783166062,0.140077618,0.731392627,-0.145454746,0.651372399
1403715901334058046,0.520594309,-3.522889912,0.799409156,0.137192824,0.730464085,-0.148602008,0.652317248
1403715901434057950,0.528597355,-3.488112824,0.811476924,0.129874692,0.740679757,-0.154486926,0.640827474
1403715901534058094,0.519621935,-3.446669615,0.821903793,0.125950535,0.754756659,-0.158814647,0.623904445
1403715901634057998,0.501665016,-3.400351565,0.837131376,0.128896477,0.760861890,-0.159094286,0.615762853
1403715901734057903,0.473114130,-3.350589899,0.850269860,0.128575542,0.765728321,-0.160317693,0.609447870
1403715901834058046,0.436236615,-3.295708898,0.862582546,0.127574659,0.773485796,-0.161914564,0.599356408
1403715901934057950,0.394577255,-3.240387434,0.873907462,0.126315561,0.778992289,-0.161964664,0.592438047
1403715902034058094,0.347805162,-3.182402957,0.883593287,0.124465144,0.780493188,-0.161802760,0.590896504
1403715902134057998,0.296471324,-3.122083446,0.891616507,0.127363561,0.779721774,-0.158306144,0.592242892
1403715902234057903,0.242606729,-3.058751270,0.896777568,0.133477766,0.781751355,-0.152401155,0.589764693
1403715902334058046,0.186743561,-2.991941949,0.899685077,0.137263263,0.787585486,-0.148571031,0.582060605
1403715902434057950,0.130143419,-2.920542360,0.903502875,0.137904086,0.792408970,-0.146884686,0.575756351
1403715902534058094,0.074944965,-2.844447355,0.908597747,0.127391446,0.796501569,-0.153283653,0.570842178
1403715902634057998,0.021466516,-2.765357269,0.914201325,0.115369778,0.800976038,-0.157025468,0.566100877
1403715902734057903,-0.030207672,-2.686436327,0.918058301,0.102325929,0.807520724,-0.153866178,0.560147199
1403715902834058046,-0.074385928,-2.608739363,0.911389754,0.089733849,0.815428973,-0.143427801,0.553580971
1403715902934057950,-0.111605599,-2.533636945,0.894354735,0.078801958,0.822742467,-0.127604861,0.548271906
1403715903034058094,-0.141354439,-2.461276170,0.877889649,0.071521596,0.826210166,-0.105629290,0.548729328
1403715903134057998,-0.184616755,-2.395878812,0.860399126,0.063382582,0.827908520,-0.078153409,0.551762789
1403715903234057903,-0.210670716,-2.325931659,0.845825234,0.056251383,0.829315265,-0.056629363,0.553050710
1403715903334058046,-0.228224020,-2.255363624,0.829522878,0.044088592,0.834124456,-0.045677441,0.547910722
1403715903434057950,-0.234790684,-2.184873312,0.818726934,0.029866832,0.839682344,-0.036478035,0.541027621
1403715903534058094,-0.228905873,-2.114819664,0.821023564,0.015757751,0.842685845,-0.022821436,0.537690842
1403715903634057998,-0.211380218,-2.044135146,0.839770263,0.001340430,0.843160381,-0.004017493,0.537645455
1403715903734057903,-0.183629448,-1.973755563,0.873744238,-0.013953028,0.839617838,0.019285834,0.542655744
1403715903834058046,-0.144771746,-1.902842299,0.920134127,-0.038003714,0.832237757,0.040199465,0.551652098
1403715903934057950,-0.097966450,-1.833591184,0.975718566,-0.063046694,0.822608089,0.066149784,0.561217651
1403715904034058094,-0.046853469,-1.764964625,1.031920444,-0.087981292,0.812556891,0.097113143,0.567960940
1403715904134057998,0.006144681,-1.700217300,1.086099636,-0.114361150,0.804394925,0.128395494,0.568669438
1403715904234057903,0.057382884,-1.641264358,1.137254077,-0.134611905,0.796819231,0.165410783,0.565330011
1403715904334058046,0.106988410,-1.592858128,1.187756136,-0.149742496,0.785384838,0.206562342,0.563985674
1403715904434057950,0.157371609,-1.540060179,1.227227102,-0.164829419,0.771891002,0.241795529,0.564402752
1403715904534058094,0.204733744,-1.488826900,1.254853193,-0.176529919,0.758446677,0.274125261,0.564314777
1403715904634057998,0.247074354,-1.436215682,1.269790250,-0.186874728,0.742690933,0.305688708,0.565722925
1403715904734057903,0.280939930,-1.382104584,1.273037965,-0.207612255,0.728277233,0.331908435,0.562446632
1403715904834058046,0.311320500,-1.331371525,1.259407427,-0.239387800,0.719109911,0.354135988,0.547870531
1403715904934057950,0.334525897,-1.276128853,1.245135869,-0.270591492,0.704079927,0.379307749,0.535889291
1403715905034058094,0.348736664,-1.224383918,1.215736662,-0.300510850,0.682838175,0.407508572,0.526651705
1403715905134057998,0.358873623,-1.180368726,1.171099059,-0.328175619,0.657260791,0.434828468,0.520800556
1403715905234057903,0.362985832,-1.150238368,1.119862696,-0.349239504,0.631049916,0.461929069,0.516167907
1403715905334058046,0.359311352,-1.121959373,1.066526501,-0.355591542,0.616793519,0.491677348,0.501371913
1403715905434057950,0.335652245,-1.120084063,1.025644643,-0.364647261,0.602425987,0.521140112,0.482211872
1403715905534058094,0.311842052,-1.111816471,0.982882659,-0.371474717,0.591069403,0.546359108,0.462747470
1403715905634057998,0.282405304,-1.108345481,0.940865964,-0.388385545,0.582051295,0.565303950,0.436811632
1403715905734057903,0.246570415,-1.108596345,0.901888123,-0.411362908,0.571889311,0.581639218,0.406717338
1403715905834058046,0.209497789,-1.111863733,0.864257558,-0.431953166,0.554171698,0.602817139,0.378049849
1403715905934057950,0.174022876,-1.114717658,0.826409365,-0.442811428,0.533034534,0.632577528,0.345887115
1403715906034058094,0.139409314,-1.112465828,0.787977733,-0.447640556,0.504996389,0.666112878,0.317632199
1403715906134057998,0.104896853,-1.104960044,0.755177127,-0.457490152,0.465834930,0.695314950,0.300395906
1403715906234057903,0.068843981,-1.092053124,0.728530783,-0.472517293,0.416552518,0.718984150,0.293722998
1403715906334058046,0.028611339,-1.079014483,0.699813935,-0.485885544,0.372236554,0.740363187,0.277880439
1403715906434057950,-0.012210595,-1.065921066,0.677287376,-0.498429824,0.330336550,0.759160786,0.257138827
1403715906534058094,-0.061680446,-1.055477858,0.655876979,0.514814961,-0.290379939,-0.771334738,-0.235982560
1403715906634057998,-0.118727778,-1.050018476,0.641759568,0.531634488,-0.257157409,-0.780243070,-0.206047541
1403715906734057903,-0.179815457,-1.049498583,0.638705342,0.547911430,-0.227101340,-0.786763958,-0.170940106
1403715906834058046,-0.241024077,-1.052390429,0.644166694,0.559316130,-0.194204106,-0.794370879,-0.135739229
1403715906934057950,-0.299883671,-1.056535392,0.645330930,0.569969603,-0.156274511,-0.799821467,-0.104873973
1403715907034058094,-0.354518267,-1.060555048,0.637608785,0.578389082,-0.114454973,-0.803932548,-0.077836923
1403715907134057998,-0.404936532,-1.066908812,0.621967721,0.579673608,-0.064733657,-0.810187065,-0.058180594
1403715907234057903,-0.451779663,-1.078539849,0.614606994,0.580433635,-0.013878791,-0.813487787,-0.033790457
1403715907334058046,-0.496318799,-1.094822479,0.621850755,0.579936926,0.033741042,-0.813956960,-0.002961446
1403715907434057950,-0.536588842,-1.117196498,0.639992694,0.580178522,0.082000762,-0.809983406,0.024405721
1403715907534058094,-0.572233998,-1.146376621,0.663581879,0.577900682,0.126107149,-0.804820712,0.048902047
1403715907634057998,-0.602695643,-1.183376929,0.688064181,0.574419063,0.162651776,-0.798747085,0.074767872
1403715907734057903,-0.628787360,-1.224412884,0.712594127,0.574227452,0.192308914,-0.788966302,0.103982156
1403715907834058046,-0.647514086,-1.269397967,0.733747866,0.574645260,0.220120709,-0.776876646,0.133388064
1403715907934057950,-0.658192783,-1.315792666,0.752186444,0.571002080,0.245027978,-0.765728776,0.166064313
1403715908034058094,-0.660657224,-1.361549049,0.769145805,0.563904727,0.272220833,-0.753943333,0.198687513
1403715908134057998,-0.659085577,-1.406961173,0.784819509,0.555777078,0.302841677,-0.739544112,0.229070437
1403715908234057903,-0.650430726,-1.447889597,0.797821908,0.543626410,0.337252359,-0.724266674,0.257233276
1403715908334058046,-0.634665305,-1.483619822,0.808556373,0.528879265,0.372754299,-0.707497988,0.284231511
1403715908434057950,-0.614423303,-1.512283684,0.819223907,0.512455577,0.408337345,-0.688578677,0.310659461
1403715908534058094,-0.589460712,-1.534056782,0.829713238,-0.495968652,-0.444667406,0.665738672,-0.336270746
1403715908634057998,-0.559630463,-1.549119204,0.840297372,-0.479988065,-0.481421313,0.638929968,-0.360018712
1403715908734057903,-0.525322169,-1.558463973,0.849330770,-0.465707602,-0.514847214,0.608808568,-0.383928254
1403715908834058046,-0.488648336,-1.562288950,0.855235467,-0.448161593,-0.542941393,0.580723542,-0.408810467
1403715908934057950,-0.451547547,-1.558997440,0.857182800,0.424586132,0.572309121,-0.556705847,0.426927963
